timesteps,iterations,reward_mean,value_loss,policy_loss,entropy,clip_frac,kl
NA,NA,,,,,,
NA,NA,,94.0609733581543,-0.009530908335000277,-2.837823176383972,0.00078125,0.0014928913
NA,NA,,57.79559211730957,-0.0060658656992018225,-2.835672616958618,0.01240234375,0.0037038985
NA,NA,,43.788696670532225,-0.057173348404467104,-2.8297496795654298,0.15478515625,0.025796488
NA,NA,,37.187089920043945,-0.06337615959346295,-2.8228520154953003,0.246484375,0.038921338
NA,NA,,28.85157871246338,-0.05429908633232117,-2.8152068853378296,0.213671875,0.033820134
NA,NA,,24.523917198181152,-0.058109536021947863,-2.8072949409484864,0.2599609375,0.04158251
NA,NA,,18.6810661315918,-0.04084425326436758,-2.7993816614151,0.23671875,0.032845296
NA,NA,,16.623248863220216,-0.04086166378110647,-2.7907681465148926,0.2111328125,0.03779825
NA,NA,,15.146049118041992,-0.025601709261536598,-2.7817687034606933,0.1970703125,0.023191197
NA,NA,,12.865503692626953,-0.013192044803872705,-2.7705320358276366,0.04619140625,0.010191822
NA,NA,,13.578222465515136,-0.01336858868598938,-2.7601689100265503,0.12529296875,0.016512748
NA,NA,,12.747915649414063,-0.005114556360058487,-2.7498565673828126,0.0025390625,0.0035072847
NA,NA,,12.276799488067628,-0.005138512561097741,-2.741039538383484,0.08701171875,0.009541761
NA,NA,,12.223354148864747,-0.0026135365013033153,-2.7330073356628417,0.019140625,0.006702789
NA,NA,,11.782080459594727,-0.0049833466298878195,-2.7263309001922607,0.077734375,0.009203142
NA,NA,,12.138305473327637,-0.0023316781036555765,-2.7182976484298704,0.00712890625,0.0053073866
NA,NA,,11.530077457427979,-0.0038625326240435244,-2.71458101272583,0.0830078125,0.012193082
NA,NA,,11.565964317321777,-0.0012040856294333936,-2.7143039226531984,0.0037109375,0.003949894
NA,NA,,,,,,
NA,NA,,10.675863075256348,-0.0029069148236885666,-2.7068675994873046,0.0671875,0.012692347
NA,NA,,10.92410364151001,-0.0008550434838980436,-2.703909230232239,0.00126953125,0.0027747918
NA,NA,,11.944568920135499,-0.0015350819565355777,-2.698304319381714,0.00361328125,0.0042734784
NA,NA,,11.154501819610596,-0.0017750584869645537,-2.693485474586487,0.02978515625,0.0073206797
NA,NA,,10.758981609344483,-0.0013612022623419762,-2.69041588306427,0.00400390625,0.0042999815
NA,NA,,11.141000366210937,0.0003517483361065388,-2.689167833328247,0.0,0.0017061837
NA,NA,,11.376726150512695,-0.0009769088355824351,-2.688633608818054,0.02685546875,0.0063720923
NA,NA,,11.664843654632568,-8.478539530187846e-06,-2.686007189750671,0.0,0.0004295098
NA,NA,,11.01579761505127,-0.0012037373380735517,-2.6832149744033815,0.00234375,0.003708623
NA,NA,,11.2191312789917,0.000600697728805244,-2.679673933982849,0.00048828125,0.0024245218
NA,NA,,10.766679668426514,-0.003330598259344697,-2.6786552906036376,0.06171875,0.011581951
NA,NA,,10.772599411010741,-0.0014500509714707732,-2.679112410545349,0.05634765625,0.007372473
NA,NA,,10.08239393234253,-0.002249345928430557,-2.680157113075256,0.0150390625,0.007466613
NA,NA,,10.881899642944337,-0.0017111475113779306,-2.677142381668091,0.02451171875,0.0069304532
NA,NA,,11.454360675811767,-0.0009188371011987328,-2.6748619556427,0.00576171875,0.004471371
NA,NA,,11.070788288116455,-0.0012447251006960868,-2.671425151824951,0.0107421875,0.00599883
NA,NA,,11.210692977905273,-0.001376627490390092,-2.667261838912964,0.01748046875,0.0061910236
NA,NA,,10.23449068069458,-0.002197988657280803,-2.6649184942245485,0.00576171875,0.004406898
NA,NA,,10.292329406738281,-0.000409661908634007,-2.6641395807266237,0.00478515625,0.003993744
NA,NA,,,,,,
NA,NA,,11.241491317749023,-0.0014384815469384194,-2.665358781814575,0.0078125,0.005379196
NA,NA,,11.280358028411865,-0.0005686120828613638,-2.6674044847488405,0.02890625,0.0065524513
NA,NA,,10.988333034515382,9.583677165210247e-05,-2.6695611476898193,0.0,0.00050710846
NA,NA,,11.099743461608886,7.299515418708324e-05,-2.6707767724990843,0.0,0.00019419234
NA,NA,,11.422075271606445,0.00020060965325683356,-2.6720657348632812,0.0,0.0012494501
NA,NA,,11.791614055633545,-0.00014399890787899494,-2.673660659790039,0.0,0.00089380576
NA,NA,,11.42428960800171,-0.0028557774610817434,-2.6745118379592894,0.03564453125,0.008891723
NA,NA,,11.311375331878661,-0.0035880254581570625,-2.6750115156173706,0.07529296875,0.011948661
NA,NA,,11.342116451263427,-0.0010569174541160465,-2.6749143600463867,0.0107421875,0.005700226
NA,NA,,11.728256130218506,-0.004427849920466543,-2.6738936424255373,0.01630859375,0.0069126235
NA,NA,,10.899931526184082,0.000827413029037416,-2.671404814720154,0.0,0.00081258756
NA,NA,,11.605714988708495,-3.132878337055445e-05,-2.6691200971603393,0.0,0.00048774702
NA,NA,,10.59006462097168,-0.0029042901704087855,-2.6675825834274294,0.05615234375,0.010919459
NA,NA,,11.13863172531128,-0.002636842243373394,-2.6661505460739137,0.03193359375,0.009699816
NA,NA,,10.834635066986085,-0.0009766625007614493,-2.6668249368667603,0.0130859375,0.005714784
NA,NA,,10.771381187438966,-0.0013727996964007616,-2.6669545412063598,0.004296875,0.0042801527
NA,NA,,12.951971244812011,-0.0034106559585779907,-2.6652972221374513,0.006640625,0.004496725
NA,NA,,11.400466346740723,-0.0033203000202775,-2.663923954963684,0.06494140625,0.012449412
NA,NA,,,,,,
NA,NA,,10.965823936462403,-0.0010509768035262823,-2.6621692180633545,0.00830078125,0.005166249
NA,NA,,10.890031814575195,0.00017901008250191807,-2.6634575843811037,0.0,0.0009287202
NA,NA,,11.192994022369385,-0.0006070730509236455,-2.664499521255493,0.0,0.0004552963
NA,NA,,11.116253471374511,-0.0008505687117576599,-2.6638840198516847,0.001953125,0.0035539148
NA,NA,,11.46073513031006,-0.0030707500176504255,-2.660635805130005,0.0697265625,0.012145115
NA,NA,,11.531272888183594,-0.001202583615668118,-2.656935214996338,0.00537109375,0.0048947977
NA,NA,,11.815188598632812,-0.0014414221048355102,-2.651215672492981,0.048828125,0.009470908
NA,NA,,10.454728031158448,-0.0004076802055351436,-2.6475472927093504,0.0,0.0011126325
NA,NA,,10.513373470306396,-0.0026807445101439953,-2.6483049392700195,0.02001953125,0.008568655
NA,NA,,11.07243824005127,-0.0008264263509772718,-2.647957468032837,0.00439453125,0.004653481
NA,NA,,11.22363567352295,0.0007312819710932672,-2.6507153511047363,0.020703125,0.0050993343
NA,NA,,11.499399566650391,-0.0025312549201771616,-2.65317907333374,0.037109375,0.008882521
NA,NA,,11.36066370010376,-0.00039576501585543157,-2.6534414291381836,0.00087890625,0.0026130327
NA,NA,,10.883231163024902,-0.00039610767271369696,-2.6517777919769285,0.0,0.0013496018
NA,NA,,10.69731969833374,-0.00346286843996495,-2.6516244411468506,0.091015625,0.014255157
NA,NA,,10.27160997390747,-0.0012986255576834082,-2.6507139205932617,0.02626953125,0.0076480666
NA,NA,,11.115083312988281,-0.0014712913893163205,-2.649635887145996,0.00078125,0.0025450925
NA,NA,,10.719215488433838,-0.000611461466178298,-2.6488409280776977,0.001953125,0.0033738026
NA,NA,,10.360230350494385,-0.0013002240797504784,-2.649885416030884,0.03828125,0.008411307
NA,NA,,,,,,
NA,NA,,10.590000820159911,-0.0012555800145491957,-2.6517813205718994,0.00478515625,0.004649158
NA,NA,,10.529292392730714,0.0003047763369977474,-2.6528352975845335,0.0,0.0009107486
NA,NA,,11.380236339569091,-0.0007199236191809177,-2.65482919216156,0.00283203125,0.0034976979
NA,NA,,10.938119602203368,-0.001018378313165158,-2.656452488899231,0.0126953125,0.005778846
NA,NA,,10.568913078308105,0.0007368168327957392,-2.6581528902053835,0.0,0.0010597189
NA,NA,,11.327556896209718,0.000764861679635942,-2.659373569488525,0.0,0.0011921672
NA,NA,,11.50111265182495,-0.0016242733225226402,-2.659877586364746,0.01748046875,0.006754718
NA,NA,,10.674901676177978,-0.0017489119432866572,-2.659114408493042,0.00302734375,0.0041025267
NA,NA,,10.359696388244629,0.0006459749769419431,-2.658496594429016,0.0,0.000585416
NA,NA,,11.171577262878419,-0.003711237176321447,-2.659205508232117,0.069921875,0.013238943
NA,NA,,10.733396911621094,-0.0015851150499656796,-2.660560631752014,0.01337890625,0.006012682
NA,NA,,11.4660493850708,-0.00021183702629059553,-2.662846875190735,0.0,0.0016548369
NA,NA,,10.736003971099853,-0.00018869795603677632,-2.666121768951416,0.0,0.0005897573
NA,NA,,11.177562999725343,-0.0028473167680203916,-2.667674016952515,0.020703125,0.008600236
NA,NA,,11.427933311462402,0.00018873545341193675,-2.6673911809921265,0.000390625,0.0017765714
NA,NA,,10.981185054779052,-0.001660370419267565,-2.6645880699157716,0.02412109375,0.007866816
NA,NA,,10.377206516265868,-0.0020433185622096063,-2.663403582572937,0.0388671875,0.008536601
NA,NA,,10.167735290527343,-0.00047116978093981744,-2.6623106241226195,0.0005859375,0.0024747136
NA,NA,,,,,,
NA,NA,,11.52590045928955,-0.0018977158004418015,-2.6604464769363405,0.00634765625,0.0046523386
NA,NA,,11.442365169525146,0.0006995044648647308,-2.6598417282104494,0.0,0.00092518877
NA,NA,,10.328146934509277,-0.002105639036744833,-2.65922589302063,0.0044921875,0.0045866943
NA,NA,,11.161962699890136,-0.0022916763555258512,-2.658693766593933,0.02578125,0.0071390388
NA,NA,,12.258033084869385,-0.0012730162125080824,-2.6592926502227785,0.00390625,0.0040077744
NA,NA,,11.12656364440918,-0.0034271825570613146,-2.661005973815918,0.0466796875,0.011698226
